"V1","V2"
0.592017179158717,1.08370123426801
0.602040842371967,1.09074657878369
0.603517542983045,1.09134010290067
0.603517542983045,1.09134010290067
0.606888764302784,1.09573935158475
0.610730041437492,1.09987798259138
0.613557094825687,1.10222561888971
0.616436392069188,1.10381080151367
0.617290550622298,1.10633220629976
0.618970924755798,1.10826902607151
0.620947629552068,1.11053455724727
0.622528068954873,1.11233637682424
0.623842740184226,1.11396682245687
0.625095715620463,1.11544973385866
0.626366171540042,1.11679346102754
0.627332146689855,1.11813039576335
0.628509263685396,1.11947502214834
0.629768817631057,1.12030050960049
0.630797282876938,1.12125966268533
0.631940084332907,1.12262412899036
0.632729164673042,1.12376396440482
0.633695948534712,1.12485510696202
0.634551848222092,1.12572920941252
0.635449525533447,1.12669161223132
0.63637732618972,1.12775872907797
0.637317440198714,1.12865408903526
0.638022297592506,1.12931366945962
0.638798971009815,1.13009952571774
0.639533346848797,1.13104011489823
0.640221713595894,1.1321027467807
0.640875809773257,1.13310854902519
0.641479834090991,1.13373341843836
0.642195814056407,1.13465281368156
0.642971717126117,1.13562478126179
0.643472817756547,1.13631836534296
0.644094367369426,1.13702112012297
0.644809782533063,1.1377683035041
0.645610441193487,1.13868520642735
0.646288577382688,1.1391348618654
0.646983747711621,1.13969237156852
0.647660659628218,1.14043332876169
0.648444567441991,1.14112367907865
0.649188258553471,1.14180896874146
0.649835248244426,1.14248793217694
0.650463913572344,1.1432175317119
0.651094003460004,1.14393612435287
0.651555088962865,1.14479278896846
0.652338982300927,1.14543968853119
0.653062768096547,1.14612424273742
0.65362404452084,1.14697817997052
0.654289597403184,1.14783354497012
0.654940148293263,1.14847411337717
0.655706489188632,1.14920618672458
0.656282305705761,1.15004583740544
0.657059555254054,1.15078675168932
0.657592765682006,1.15152757159303
0.658287365428541,1.15234654792604
0.658973922252092,1.15309932155487
0.659755154103021,1.15372988001705
0.660337605558382,1.15457737196294
0.661034874464228,1.15539522609754
0.661648989039677,1.15624846513595
0.662193818335635,1.15704185697875
0.663037153074667,1.15785145625646
0.663896476007797,1.15856300785633
0.664656387445665,1.15939751148634
0.665480330487873,1.16019198158513
0.66622428022984,1.16102636824575
0.666973096288355,1.16186514386389
0.667502387202371,1.16284207366144
0.667848460223845,1.16370166826216
0.668708553790302,1.16440573365379
0.669455526555155,1.16509578784665
0.670264962636223,1.16592368768826
0.670971798019908,1.16688566176906
0.671775177997717,1.16768742529122
0.672391125029313,1.16851930345197
0.673274585039269,1.1694951465365
0.67414137941518,1.1704696510325
0.675138980602096,1.17178040479184
0.676481189658789,1.1729851370262
0.677161371581799,1.17425183756059
0.678297792130929,1.17529420103372
0.679599576345373,1.17627560203485
0.680531012121629,1.17759994605231
0.681889397752996,1.17879254143418
0.683036023939405,1.18044842386529
0.684244963128383,1.1819900200274
0.685831554512414,1.18381495493255
0.687509897364702,1.18547298643924
0.689659423680407,1.18732620813977
0.69182547628585,1.18973441045747
0.694109889323813,1.1923576533607
0.696657859321968,1.19433678066266
0.698271659650474,1.19644873007865
0.701962539787245,1.20143582718319
0.706009879876196,1.2056514818139
0.711422464721251,1.21285765378121
0.723297235045247,1.22738416102434
