"V1","V2"
1.01560299937614,0.539946035894711
1.02312494952607,0.544385358455037
1.02753758885526,0.551302396191894
1.03076310640257,0.55528507844989
1.03299837834452,0.558739139169561
1.03492343589505,0.561855203639845
1.03694815943866,0.564105972487221
1.03754634787956,0.565884251177547
1.03817273896239,0.568968813867442
1.0401713430169,0.56941739780559
1.04131522672413,0.569990623947805
1.04265815780254,0.571876451442585
1.04362749245434,0.573798082864328
1.04476479776863,0.575032035847534
1.04581552691757,0.576530360770306
1.04670689175709,0.577702378508654
1.04826011491687,0.579033706438036
1.04916562811813,0.580412916758313
1.05004915687248,0.581698572120664
1.05122538784695,0.58280127334987
1.05237985399873,0.583923020023862
1.0531605985173,0.585055869474412
1.05404242631877,0.58608533041152
1.05524889638508,0.587561149378249
1.05616215631529,0.588605381795252
1.0568327586103,0.589404664144001
1.0574763016917,0.590506845733364
1.05829840081279,0.591327134310692
1.05904793626511,0.592331741341704
1.05960354042246,0.593356154019052
1.06021998540202,0.593980283498645
1.06102111514439,0.59480460480868
1.06174072191707,0.595762083010622
1.06250803200242,0.596720248627934
1.06293441518378,0.597532981209702
1.06360047493523,0.598205022493852
1.06427009528215,0.598999272521863
1.06480656287409,0.599717599355904
1.06546458429049,0.600719283562545
1.06632744470524,0.601376526699865
1.06682841578937,0.602277485242824
1.06730007142702,0.603159873788911
1.06814701726699,0.603962726926268
1.06872697400557,0.604640557720176
1.06960766107556,0.605447319461358
1.07032301860066,0.606104659495091
1.07085818484852,0.606797693777451
1.07140267796904,0.607385992251597
1.07208226085706,0.608028623435424
1.07278139170951,0.608861443573845
1.07350259819953,0.609685950607687
1.07414409234954,0.610411071411357
1.07488477217531,0.611118797854352
1.07562333765571,0.611881736662964
1.07612897633492,0.612554102646331
1.07683506166717,0.613323052875187
1.0774006799583,0.614030430092344
1.0781511056158,0.614971721262659
1.07869315360396,0.615799215257713
1.07935606382168,0.616606378903597
1.07979499339572,0.617507752984848
1.08036909469057,0.618213695719874
1.08105725831833,0.618946120964855
1.08136838382503,0.619797992125153
1.08177519064329,0.620499694189101
1.08239310203068,0.62133938841845
1.08298729023268,0.622308675263638
1.08356877155627,0.623140982329537
1.08417628948671,0.623900001028799
1.08498415503439,0.624558985495568
1.08553766362871,0.625613434190985
1.08616896990811,0.626291870355043
1.08692018867886,0.627432082631436
1.08761549502263,0.628382239752764
1.08853336992379,0.629205044129019
1.08951329825077,0.630099516480941
1.09060313527407,0.630897213011378
1.09149759976349,0.631618440064339
1.09239624572768,0.632609737684151
1.09345941669378,0.63367248843346
1.0939178706087,0.634061581065191
1.09470817399365,0.635075013895558
1.09534250672388,0.636583465733161
1.0966405576918,0.637873773184286
1.09790917175567,0.639287719305181
1.09916830417923,0.640337110244907
1.10013501937295,0.641682721370109
1.10153947406963,0.643359885692452
1.10313311871431,0.645313153907556
1.10443332564121,0.646900110966999
1.10610497348705,0.649065764709573
1.10768252359769,0.651347455584237
1.10967945189937,0.65360439980565
1.11132227121645,0.656003985026341
1.1136087907584,0.657134876493819
1.11689012105921,0.660677840573546
1.12083817914901,0.664744039865177
1.12581718824785,0.670411772409639
1.14239101678142,0.685488774744591
