"V1","V2"
0.594192398858339,-0.827258172285243
0.60268420640345,-0.820349350922294
0.606939334964843,-0.815385416310816
0.610141290808608,-0.811266909137058
0.613304069453747,-0.809083971871251
0.614774069328247,-0.806361133957091
0.616092895671914,-0.803706524356116
0.61800539879021,-0.801679387186163
0.619625285291015,-0.800869497952858
0.620954047412588,-0.800458522531943
0.622493699006199,-0.798788873094882
0.623725219536741,-0.79731803385195
0.624999355802385,-0.795990245662755
0.626278601720811,-0.794907843400369
0.627585567912969,-0.793855863583892
0.62864984022083,-0.792980241741922
0.629518880041659,-0.791836967406684
0.630423568666966,-0.790707658030003
0.631282695709467,-0.789565777318157
0.632110623384776,-0.788701576667511
0.632940258338706,-0.787797634687852
0.633693697951939,-0.786770778036239
0.634489572569038,-0.786272290331126
0.635405675426401,-0.785353541561151
0.636262629316789,-0.784541713181998
0.636888655888732,-0.783640341812259
0.637611606392477,-0.782688011016272
0.638447079370885,-0.781775528182189
0.639215396689102,-0.780976745829855
0.639936792621731,-0.78008735335595
0.640700139035458,-0.77943921810599
0.64122923322603,-0.778735845551254
0.641863613353116,-0.77809641932404
0.642612532188988,-0.77736475720531
0.64326170223874,-0.776550956459355
0.643832241242994,-0.776054178201774
0.644457241043478,-0.775395610735622
0.644987453273324,-0.774768579576668
0.645501577536037,-0.77413631136041
0.646197369286022,-0.773475592823443
0.646850838929796,-0.772653601020035
0.647448511405679,-0.772192708483917
0.647965259149155,-0.771426736907251
0.648619449744007,-0.770607626817319
0.649123701776525,-0.770117852135757
0.64971892449389,-0.769434884712114
0.650391511303327,-0.769069423154423
0.650689206198378,-0.768453926712838
0.651141632452861,-0.767791053610511
0.651894811313519,-0.767047339533373
0.652569153081437,-0.766413371918661
0.653254349418637,-0.765776808450607
0.65382507883624,-0.76506230127343
0.654370661060835,-0.764478984760612
0.655139034639074,-0.763808402781478
0.655759539271284,-0.763186192925977
0.656262818060453,-0.762538113262883
0.657035771706502,-0.761915056946178
0.657342730791374,-0.761173304468868
0.657358412309427,-0.760536113913795
0.657997943670274,-0.759771875604789
0.658450682663646,-0.758998898295969
0.658953797133427,-0.758425341787439
0.659613554585755,-0.757813944036377
0.660331966221997,-0.757150921035544
0.660943362597093,-0.756721939772931
0.661583848363681,-0.756161284262944
0.6622069883191,-0.755126359428431
0.662954009545394,-0.754391711207958
0.6635084246688,-0.753528279183826
0.664155378562703,-0.752628338905173
0.664910632892587,-0.751893768582263
0.665836794186916,-0.750742406773805
0.666532146260611,-0.749905564298544
0.667367719637594,-0.749058621076344
0.668310375188115,-0.748190490412465
0.669143676967603,-0.747477060788781
0.669817842238899,-0.746597242731622
0.670645317100167,-0.745666513131913
0.671120666937786,-0.744907227402982
0.671518003460688,-0.744004263113827
0.672323465210553,-0.742823326459276
0.673151365823049,-0.741892276223814
0.674095335081473,-0.74075403177729
0.674973077821493,-0.73938840863826
0.67582836571569,-0.737533422810294
0.676846780713481,-0.736506812191738
0.678126719471735,-0.735127588949107
0.679647554459261,-0.734254063947188
0.681337697371691,-0.732772525268157
0.682732526998447,-0.73241059673828
0.684630052129217,-0.732040825303984
0.686488760162442,-0.730389868330775
0.688354565957061,-0.728248372164781
0.690676238326353,-0.72616353031161
0.693828472672023,-0.723268412670874
0.698114641718542,-0.719699095479183
0.702743239952854,-0.713787657909577
0.712672737919261,-0.706592184779328
